 0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  2.69595750e-09  0.00000000e+00  2.69595750e-09  0.00000000e+00  2.69595750e-09 
 1.00000000e-13  0.00000000e+00  1.00000000e-13  0.00000000e+00  1.00000000e-13  2.69595694e-09  1.00000000e-13  2.69595694e-09  1.00000000e-13  2.69595707e-09 
 2.00000000e-13  0.00000000e+00  2.00000000e-13  0.00000000e+00  2.00000000e-13  2.69595731e-09  2.00000000e-13  2.69595731e-09  2.00000000e-13  2.69595688e-09 
 4.00000000e-13  0.00000000e+00  4.00000000e-13  0.00000000e+00  4.00000000e-13  2.69595717e-09  4.00000000e-13  2.69595717e-09  4.00000000e-13  2.69595622e-09 
 8.00000000e-13  0.00000000e+00  8.00000000e-13  0.00000000e+00  8.00000000e-13  2.69595713e-09  8.00000000e-13  2.69595713e-09  8.00000000e-13  2.69595692e-09 
 1.60000000e-12  0.00000000e+00  1.60000000e-12  0.00000000e+00  1.60000000e-12  2.69595803e-09  1.60000000e-12  2.69595803e-09  1.60000000e-12  2.69595873e-09 
 3.20000000e-12  0.00000000e+00  3.20000000e-12  0.00000000e+00  3.20000000e-12  2.69595746e-09  3.20000000e-12  2.69595746e-09  3.20000000e-12  2.69595887e-09 
 6.40000000e-12  0.00000000e+00  6.40000000e-12  0.00000000e+00  6.40000000e-12  2.69595737e-09  6.40000000e-12  2.69595737e-09  6.40000000e-12  2.69595722e-09 
 1.28000000e-11  0.00000000e+00  1.28000000e-11  0.00000000e+00  1.28000000e-11  2.69595740e-09  1.28000000e-11  2.69595740e-09  1.28000000e-11  2.69595811e-09 
 2.28000000e-11  0.00000000e+00  2.28000000e-11  0.00000000e+00  2.28000000e-11  2.69595771e-09  2.28000000e-11  2.69595771e-09  2.28000000e-11  2.69595745e-09 
 3.28000000e-11  0.00000000e+00  3.28000000e-11  0.00000000e+00  3.28000000e-11  2.69595738e-09  3.28000000e-11  2.69595738e-09  3.28000000e-11  2.69595768e-09 
 4.28000000e-11  0.00000000e+00  4.28000000e-11  0.00000000e+00  4.28000000e-11  2.69595763e-09  4.28000000e-11  2.69595763e-09  4.28000000e-11  2.69595757e-09 
 5.28000000e-11  0.00000000e+00  5.28000000e-11  0.00000000e+00  5.28000000e-11  2.69595761e-09  5.28000000e-11  2.69595761e-09  5.28000000e-11  2.69595769e-09 
 6.28000000e-11  0.00000000e+00  6.28000000e-11  0.00000000e+00  6.28000000e-11  2.69595756e-09  6.28000000e-11  2.69595756e-09  6.28000000e-11  2.69595758e-09 
 7.28000000e-11  0.00000000e+00  7.28000000e-11  0.00000000e+00  7.28000000e-11  2.69595736e-09  7.28000000e-11  2.69595736e-09  7.28000000e-11  2.69595766e-09 
 8.28000000e-11  0.00000000e+00  8.28000000e-11  0.00000000e+00  8.28000000e-11  2.69595754e-09  8.28000000e-11  2.69595754e-09  8.28000000e-11  2.69595750e-09 
 9.28000000e-11  0.00000000e+00  9.28000000e-11  0.00000000e+00  9.28000000e-11  2.69595746e-09  9.28000000e-11  2.69595746e-09  9.28000000e-11  2.69595752e-09 
 1.02800000e-10  0.00000000e+00  1.02800000e-10  0.00000000e+00  1.02800000e-10  2.69595758e-09  1.02800000e-10  2.69595758e-09  1.02800000e-10  2.69595748e-09 
 1.12800000e-10  0.00000000e+00  1.12800000e-10  0.00000000e+00  1.12800000e-10  2.69595742e-09  1.12800000e-10  2.69595742e-09  1.12800000e-10  2.69595758e-09 
 1.22800000e-10  0.00000000e+00  1.22800000e-10  0.00000000e+00  1.22800000e-10  2.69595745e-09  1.22800000e-10  2.69595745e-09  1.22800000e-10  2.69595755e-09 
 1.32800000e-10  0.00000000e+00  1.32800000e-10  0.00000000e+00  1.32800000e-10  2.69595750e-09  1.32800000e-10  2.69595750e-09  1.32800000e-10  2.69595746e-09 
 1.42800000e-10  0.00000000e+00  1.42800000e-10  0.00000000e+00  1.42800000e-10  2.69595755e-09  1.42800000e-10  2.69595755e-09  1.42800000e-10  2.69595751e-09 
 1.52800000e-10  0.00000000e+00  1.52800000e-10  0.00000000e+00  1.52800000e-10  2.69595742e-09  1.52800000e-10  2.69595742e-09  1.52800000e-10  2.69595747e-09 
 1.62800000e-10  0.00000000e+00  1.62800000e-10  0.00000000e+00  1.62800000e-10  2.69595746e-09  1.62800000e-10  2.69595746e-09  1.62800000e-10  2.69595750e-09 
 1.72800000e-10  0.00000000e+00  1.72800000e-10  0.00000000e+00  1.72800000e-10  2.69595767e-09  1.72800000e-10  2.69595767e-09  1.72800000e-10  2.69595760e-09 
 1.82800000e-10  0.00000000e+00  1.82800000e-10  0.00000000e+00  1.82800000e-10  2.69595733e-09  1.82800000e-10  2.69595733e-09  1.82800000e-10  2.69595744e-09 
 1.92800000e-10  0.00000000e+00  1.92800000e-10  0.00000000e+00  1.92800000e-10  2.69595759e-09  1.92800000e-10  2.69595759e-09  1.92800000e-10  2.69595762e-09 
 2.02800000e-10  0.00000000e+00  2.02800000e-10  0.00000000e+00  2.02800000e-10  2.69595745e-09  2.02800000e-10  2.69595745e-09  2.02800000e-10  2.69595754e-09 
 2.12800000e-10  0.00000000e+00  2.12800000e-10  0.00000000e+00  2.12800000e-10  2.69595748e-09  2.12800000e-10  2.69595748e-09  2.12800000e-10  2.69595727e-09 
 2.22800000e-10  0.00000000e+00  2.22800000e-10  0.00000000e+00  2.22800000e-10  2.69595754e-09  2.22800000e-10  2.69595754e-09  2.22800000e-10  2.69595747e-09 
 2.32800000e-10  0.00000000e+00  2.32800000e-10  0.00000000e+00  2.32800000e-10  2.69595744e-09  2.32800000e-10  2.69595744e-09  2.32800000e-10  2.69595762e-09 
 2.42800000e-10  0.00000000e+00  2.42800000e-10  0.00000000e+00  2.42800000e-10  2.69595754e-09  2.42800000e-10  2.69595754e-09  2.42800000e-10  2.69595770e-09 
 2.52800000e-10  0.00000000e+00  2.52800000e-10  0.00000000e+00  2.52800000e-10  2.69595746e-09  2.52800000e-10  2.69595746e-09  2.52800000e-10  2.69595741e-09 
 2.62800000e-10  0.00000000e+00  2.62800000e-10  0.00000000e+00  2.62800000e-10  2.69595748e-09  2.62800000e-10  2.69595748e-09  2.62800000e-10  2.69595738e-09 
 2.72800000e-10  0.00000000e+00  2.72800000e-10  0.00000000e+00  2.72800000e-10  2.69595767e-09  2.72800000e-10  2.69595767e-09  2.72800000e-10  2.69595771e-09 
